place,date,time,interviewer,id.individual,choice.card,version,Block,Sum,Sum.1,infmortality.1,reducedvis.1,morbidity.1,cost.1,infmortality.2,reducedvis.2,morbidity.2,cost.2,infmortality.3,reducedvis.3,morbidity.3,cost.3,infmortality.4,reducedvis.4,morbidity.4,cost.4,Q1.air.problem,Q2.affected,Q3.affected.winter,Q4a.ways.affected,Q4b.ways.affected,Q4c.ways.affected,Q4d.ways.affected,Q4e.ways.affected,Q4f.ways.affected,Q4g.text.ways.affected,Q.5.check.air,Q6.check.regular,Q7a.access.data,Q7b.access.data,Q7c.access.data,Q7d.access.data,Q7e.access.data,Q7f.access.data,Q7g.access.data,Q7h.text.access.data,Q8a.pollutant,Q8b.pollutant,Q8c.pollutant,Q8d.pollutant,Q8e.pollutant,Q8f.pollutant,Q8g.pollutant,Q8h.text.pollutant,Q9.comparison.air,Q10.satisfaction.govt,Q11.govt.action,Q11.text.govt.action,Q12.choice,Q13.bid1,Q13.response1,Q14.bid2,Q14.response2,Q15a.who,Q15b.who,Q15c.who,Q15d.who,Q15e.who,Q16a.la,Q16b.la,Q16c.la,Q16d.la,Q16e.la,Q16f.la,Q16g.la,Q16h.la,Q16i.la,Q16j.la,Q16k.la,Q16l.la,Q16m.la,Q16n.la,Q16o.la,Q17.gender.female,Q18.age,Q19.educ,Q20.occupation,Q21.residence,Q22.income,Q23.household,Q24.stay.southdelhi,PTAX,PNOMONEY,POTHER
Okhla,43738,11:30am,Asif,448,4,2.6,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,5,3,0,0,2,600,1,800,1,5,5,5,6,5,5,5,1,5,5,2,5,5,1,5,5,5,2,5,5,0,36,3,3,0,2,2,15,0,0,0
Okhla,43738,11:30am,Asif,448,5,2.6,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,5,3,0,0,1,600,1,800,1,5,5,5,6,5,5,5,1,5,5,2,5,5,1,5,5,5,2,5,5,0,36,3,3,0,2,2,15,0,0,0
Okhla,43738,12pm,Asif,449,1,2.3,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,5,3,1,odd/even,3,300,1,600,1,5,3,5,6,2,5,5,1,5,5,2,5,5,2,5,5,5,2,5,5,1,28,3,3,0,3,6,8,0,0,0
Okhla,43738,12pm,Asif,449,2,2.3,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,5,3,1,odd/even,1,300,1,600,1,5,3,5,6,2,5,5,1,5,5,2,5,5,2,5,5,5,2,5,5,1,28,3,3,0,3,6,8,0,0,0
Okhla,43738,12pm,Asif,449,3,2.3,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,5,3,1,odd/even,1,300,1,600,1,5,3,5,6,2,5,5,1,5,5,2,5,5,2,5,5,5,2,5,5,1,28,3,3,0,3,6,8,0,0,0
Okhla,43738,12pm,Asif,449,4,2.3,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,5,3,1,odd/even,3,300,1,600,1,5,3,5,6,2,5,5,1,5,5,2,5,5,2,5,5,5,2,5,5,1,28,3,3,0,3,6,8,0,0,0
Okhla,43738,12pm,Asif,449,5,2.3,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,5,3,1,odd/even,3,300,1,600,1,5,3,5,6,2,5,5,1,5,5,2,5,5,2,5,5,5,2,5,5,1,28,3,3,0,3,6,8,0,0,0
Okhla,43738,12:15pm,Asif,450,1,2.1,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,PLANTING TREES,2,100,1,200,1,2,2,3,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,59,2,2,0,1,6,20,0,0,0
Okhla,43738,12:15pm,Asif,450,2,2.1,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,PLANTING TREES,1,100,1,200,1,2,2,3,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,59,2,2,0,1,6,20,0,0,0
Okhla,43738,12:15pm,Asif,450,3,2.1,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,PLANTING TREES,1,100,1,200,1,2,2,3,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,59,2,2,0,1,6,20,0,0,0
Okhla,43738,12:15pm,Asif,450,4,2.1,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,PLANTING TREES,2,100,1,200,1,2,2,3,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,59,2,2,0,1,6,20,0,0,0
Okhla,43738,12:15pm,Asif,450,5,2.1,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,PLANTING TREES,3,100,1,200,1,2,2,3,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,59,2,2,0,1,6,20,0,0,0
Okhla,43707,1pm,Asif,451,1,1.3,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,3,300,1,600,1,2,2,4,5,4,5,5,2,5,5,2,4,4,2,3,4,5,2,5,5,1,23,3,4,0,2,5,23,0,0,0
Okhla,43707,1pm,Asif,451,2,1.3,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,2,300,1,600,1,2,2,4,5,4,5,5,2,5,5,2,4,4,2,3,4,5,2,5,5,1,23,3,4,0,2,5,23,0,0,0
Okhla,43707,1pm,Asif,451,3,1.3,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,300,1,600,1,2,2,4,5,4,5,5,2,5,5,2,4,4,2,3,4,5,2,5,5,1,23,3,4,0,2,5,23,0,0,0
Okhla,43707,1pm,Asif,451,4,1.3,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,300,1,600,1,2,2,4,5,4,5,5,2,5,5,2,4,4,2,3,4,5,2,5,5,1,23,3,4,0,2,5,23,0,0,0
Okhla,43707,1pm,Asif,451,5,1.3,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,3,300,1,600,1,2,2,4,5,4,5,5,2,5,5,2,4,4,2,3,4,5,2,5,5,1,23,3,4,0,2,5,23,0,0,0
Okhla,43707,1:30pm,Asif,452,1,2.5,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,1,odd/even,4,500,NA,250,NA,5,4,5,4,2,5,2,2,4,5,3,5,5,2,2,4,5,2,5,5,1,22,3,4,0,2,5,22,0,0,1
Okhla,43707,1:30pm,Asif,452,2,2.5,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,1,odd/even,4,500,NA,250,NA,5,4,5,4,2,5,2,2,4,5,3,5,5,2,2,4,5,2,5,5,1,22,3,4,0,2,5,22,0,0,1
Okhla,43707,1:30pm,Asif,452,3,2.5,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,1,odd/even,4,500,NA,250,NA,5,4,5,4,2,5,2,2,4,5,3,5,5,2,2,4,5,2,5,5,1,22,3,4,0,2,5,22,0,0,1
Okhla,43707,1:30pm,Asif,452,4,2.5,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,1,odd/even,4,500,NA,250,NA,5,4,5,4,2,5,2,2,4,5,3,5,5,2,2,4,5,2,5,5,1,22,3,4,0,2,5,22,0,0,1
Okhla,43707,1:30pm,Asif,452,5,2.5,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,1,odd/even,4,500,NA,250,NA,5,4,5,4,2,5,2,2,4,5,3,5,5,2,2,4,5,2,5,5,1,22,3,4,0,2,5,22,0,0,1
Okhla,43707,2pm,Asif,453,1,2.4,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,"BAN CRACKER, THRESHOLD LEVEL IN REGULATION",2,400,1,650,1,2,2,5,5,5,5,5,1,4,5,1,5,5,2,4,5,5,2,5,5,0,24,3,4,0,3,4,4,0,0,0
Okhla,43707,2pm,Asif,453,2,2.4,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,"BAN CRACKER, THRESHOLD LEVEL IN REGULATION",3,400,1,650,1,2,2,5,5,5,5,5,1,4,5,1,5,5,2,4,5,5,2,5,5,0,24,3,4,0,3,4,4,0,0,0
Okhla,43707,2pm,Asif,453,3,2.4,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,"BAN CRACKER, THRESHOLD LEVEL IN REGULATION",1,400,1,650,1,2,2,5,5,5,5,5,1,4,5,1,5,5,2,4,5,5,2,5,5,0,24,3,4,0,3,4,4,0,0,0
Okhla,43707,2pm,Asif,453,4,2.4,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,"BAN CRACKER, THRESHOLD LEVEL IN REGULATION",2,400,1,650,1,2,2,5,5,5,5,5,1,4,5,1,5,5,2,4,5,5,2,5,5,0,24,3,4,0,3,4,4,0,0,0
Okhla,43707,2pm,Asif,453,5,2.4,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,"BAN CRACKER, THRESHOLD LEVEL IN REGULATION",1,400,1,650,1,2,2,5,5,5,5,5,1,4,5,1,5,5,2,4,5,5,2,5,5,0,24,3,4,0,3,4,4,0,0,0
Okhla,43707,2:30pm,Asif,454,1,1.4,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,REGULATING FACTORY,2,400,1,650,1,2,2,2,1,2,5,5,1,4,5,1,4,4,2,4,5,5,2,5,5,1,23,3,4,0,1,4,15,0,0,0
Okhla,43707,2:30pm,Asif,454,2,1.4,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,REGULATING FACTORY,3,400,1,650,1,2,2,2,1,2,5,5,1,4,5,1,4,4,2,4,5,5,2,5,5,1,23,3,4,0,1,4,15,0,0,0
Okhla,43707,2:30pm,Asif,454,3,1.4,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,REGULATING FACTORY,1,400,1,650,1,2,2,2,1,2,5,5,1,4,5,1,4,4,2,4,5,5,2,5,5,1,23,3,4,0,1,4,15,0,0,0
Okhla,43707,2:30pm,Asif,454,4,1.4,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,REGULATING FACTORY,1,400,1,650,1,2,2,2,1,2,5,5,1,4,5,1,4,4,2,4,5,5,2,5,5,1,23,3,4,0,1,4,15,0,0,0
Okhla,43707,2:30pm,Asif,454,5,1.4,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,REGULATING FACTORY,2,400,1,650,1,2,2,2,1,2,5,5,1,4,5,1,4,4,2,4,5,5,2,5,5,1,23,3,4,0,1,4,15,0,0,0
Okhla,43707,3pm,Asif,455,1,2.2,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,NA,NA,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,odd/even,3,200,1,400,1,2,2,2,2,2,5,5,1,5,5,1,5,5,NA,5,5,5,1,5,5,0,26,3,3,0,2,4,11,0,0,0
Okhla,43707,3pm,Asif,455,2,2.2,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,NA,NA,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,odd/even,3,200,1,400,1,2,2,2,2,2,5,5,1,5,5,1,5,5,NA,5,5,5,1,5,5,0,26,3,3,0,2,4,11,0,0,0
Okhla,43707,3pm,Asif,455,3,2.2,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,NA,NA,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,odd/even,1,200,1,400,1,2,2,2,2,2,5,5,1,5,5,1,5,5,NA,5,5,5,1,5,5,0,26,3,3,0,2,4,11,0,0,0
Okhla,43707,3pm,Asif,455,4,2.2,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,NA,NA,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,odd/even,1,200,1,400,1,2,2,2,2,2,5,5,1,5,5,1,5,5,NA,5,5,5,1,5,5,0,26,3,3,0,2,4,11,0,0,0
Okhla,43707,3pm,Asif,455,5,2.2,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,NA,NA,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,odd/even,3,200,1,400,1,2,2,2,2,2,5,5,1,5,5,1,5,5,NA,5,5,5,1,5,5,0,26,3,3,0,2,4,11,0,0,0
Okhla,43707,3:30pm,Asif,456,1,1.2,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,AIR PURIFIER,2,200,1,400,1,4,5,4,5,4,5,5,1,5,5,NA,5,5,NA,5,5,5,1,5,5,1,24,3,3,0,3,7,24,0,0,0
Okhla,43707,3:30pm,Asif,456,2,1.2,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,AIR PURIFIER,3,200,1,400,1,4,5,4,5,4,5,5,1,5,5,NA,5,5,NA,5,5,5,1,5,5,1,24,3,3,0,3,7,24,0,0,0
Okhla,43707,3:30pm,Asif,456,3,1.2,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,AIR PURIFIER,2,200,1,400,1,4,5,4,5,4,5,5,1,5,5,NA,5,5,NA,5,5,5,1,5,5,1,24,3,3,0,3,7,24,0,0,0
Okhla,43707,3:30pm,Asif,456,4,1.2,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,AIR PURIFIER,1,200,1,400,1,4,5,4,5,4,5,5,1,5,5,NA,5,5,NA,5,5,5,1,5,5,1,24,3,3,0,3,7,24,0,0,0
Okhla,43707,3:30pm,Asif,456,5,1.2,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,AIR PURIFIER,2,200,1,400,1,4,5,4,5,4,5,5,1,5,5,NA,5,5,NA,5,5,5,1,5,5,1,24,3,3,0,3,7,24,0,0,0
Okhla,43707,4pm,Asif,457,1,1.5,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,1,odd/even,3,500,1,700,1,2,2,3,2,NA,5,5,1,5,5,2,5,NA,1,5,5,5,1,5,5,1,23,3,3,0,2,7,23,0,0,0
Okhla,43707,4pm,Asif,457,2,1.5,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,1,odd/even,3,500,1,700,1,2,2,3,2,NA,5,5,1,5,5,2,5,NA,1,5,5,5,1,5,5,1,23,3,3,0,2,7,23,0,0,0
Okhla,43707,4pm,Asif,457,3,1.5,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,1,odd/even,2,500,1,700,1,2,2,3,2,NA,5,5,1,5,5,2,5,NA,1,5,5,5,1,5,5,1,23,3,3,0,2,7,23,0,0,0
Okhla,43707,4pm,Asif,457,4,1.5,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,1,odd/even,1,500,1,700,1,2,2,3,2,NA,5,5,1,5,5,2,5,NA,1,5,5,5,1,5,5,1,23,3,3,0,2,7,23,0,0,0
Okhla,43707,4pm,Asif,457,5,1.5,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,1,odd/even,2,500,1,700,1,2,2,3,2,NA,5,5,1,5,5,2,5,NA,1,5,5,5,1,5,5,1,23,3,3,0,2,7,23,0,0,0
Okhla,43707,4:30pm,Asif,458,1,1.1,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,3,5,0,0,2,100,1,200,0,4,3,4,3,5,5,5,1,4,5,2,4,4,2,4,4,5,2,4,5,0,20,3,4,0,1,6,3,0,0,0
Okhla,43707,4:30pm,Asif,458,2,1.1,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,3,5,0,0,3,100,1,200,0,4,3,4,3,5,5,5,1,4,5,2,4,4,2,4,4,5,2,4,5,0,20,3,4,0,1,6,3,0,0,0
Okhla,43707,4:30pm,Asif,458,3,1.1,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,3,5,0,0,4,100,1,200,0,4,3,4,3,5,5,5,1,4,5,2,4,4,2,4,4,5,2,4,5,0,20,3,4,0,1,6,3,0,0,0
Okhla,43707,4:30pm,Asif,458,4,1.1,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,3,5,0,0,1,100,1,200,0,4,3,4,3,5,5,5,1,4,5,2,4,4,2,4,4,5,2,4,5,0,20,3,4,0,1,6,3,0,0,0
Okhla,43707,4:30pm,Asif,458,5,1.1,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,3,5,0,0,4,100,1,200,0,4,3,4,3,5,5,5,1,4,5,2,4,4,2,4,4,5,2,4,5,0,20,3,4,0,1,6,3,0,0,0
Okhla,43707,4:15pm,Asif,459,1,2.3,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,300,1,600,1,5,4,5,3,5,5,4,1,4,4,3,3,4,2,3,4,4,3,4,4,1,23,3,4,0,3,6,23,0,0,0
Okhla,43707,4:15pm,Asif,459,2,2.3,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,3,300,1,600,1,5,4,5,3,5,5,4,1,4,4,3,3,4,2,3,4,4,3,4,4,1,23,3,4,0,3,6,23,0,0,0
Okhla,43707,4:15pm,Asif,459,3,2.3,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,3,300,1,600,1,5,4,5,3,5,5,4,1,4,4,3,3,4,2,3,4,4,3,4,4,1,23,3,4,0,3,6,23,0,0,0
Okhla,43707,4:15pm,Asif,459,4,2.3,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,300,1,600,1,5,4,5,3,5,5,4,1,4,4,3,3,4,2,3,4,4,3,4,4,1,23,3,4,0,3,6,23,0,0,0
Okhla,43707,4:15pm,Asif,459,5,2.3,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,300,1,600,1,5,4,5,3,5,5,4,1,4,4,3,3,4,2,3,4,4,3,4,4,1,23,3,4,0,3,6,23,0,0,0
Okhla,43707,4:45pm,Asif,460,1,1.6,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,odd/even,3,600,1,800,1,4,4,4,3,4,5,5,1,4,5,2,4,4,2,4,4,4,2,4,5,1,20,3,4,0,3,7,1,0,0,0
Okhla,43707,4:45pm,Asif,460,2,1.6,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,odd/even,3,600,1,800,1,4,4,4,3,4,5,5,1,4,5,2,4,4,2,4,4,4,2,4,5,1,20,3,4,0,3,7,1,0,0,0
Okhla,43707,4:45pm,Asif,460,3,1.6,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,odd/even,3,600,1,800,1,4,4,4,3,4,5,5,1,4,5,2,4,4,2,4,4,4,2,4,5,1,20,3,4,0,3,7,1,0,0,0
Okhla,43707,4:45pm,Asif,460,4,1.6,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,odd/even,1,600,1,800,1,4,4,4,3,4,5,5,1,4,5,2,4,4,2,4,4,4,2,4,5,1,20,3,4,0,3,7,1,0,0,0
Okhla,43707,4:45pm,Asif,460,5,1.6,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,odd/even,3,600,1,800,1,4,4,4,3,4,5,5,1,4,5,2,4,4,2,4,4,4,2,4,5,1,20,3,4,0,3,7,1,0,0,0
Okhla,43707,5:15pm,Asif,461,1,1.3,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,3,0,0,2,300,1,600,0,2,1,4,5,5,5,5,1,4,4,2,4,4,2,4,4,4,2,4,5,1,24,3,4,0,2,6,10,0,0,0
Okhla,43707,5:15pm,Asif,461,2,1.3,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,3,0,0,1,300,1,600,0,2,1,4,5,5,5,5,1,4,4,2,4,4,2,4,4,4,2,4,5,1,24,3,4,0,2,6,10,0,0,0
